latitude,longitude
-39.5218537,176.8833779
-39.52185278,176.8833789
-39.52185386,176.8833787
-39.51619739,176.8866705
-39.51619875,176.8866652
-39.5162047,176.8866634
-39.51620339,176.8866639
-39.51620253,176.8866645
-39.51620233,176.8866618
-39.51620258,176.8866637
-39.51623583,176.8865438
-39.51623486,176.8865447
-39.51634642,176.8868678
-39.51641445,176.8868015
-39.51520025,176.8862471
-39.51519825,176.8862463
-39.51519825,176.8862465
-39.51519872,176.8862493
-39.51520086,176.8862419
-39.5174135,176.8980135
-39.51741617,176.8980134
-39.51741695,176.8980136
-39.51752808,176.8978168
-39.51752883,176.8978131
-39.51752825,176.8978144
-39.51752739,176.8978116
-39.51752547,176.8978149
-39.51752703,176.8978125
-39.52906317,176.9032598
-39.52906242,176.9032653
-39.52906281,176.9032654
-39.52906345,176.9032671
-39.52904528,176.9033274
-39.52904253,176.9033278
-39.52904083,176.9033231
-39.52904347,176.9033204
-39.5290412,176.9033197
-39.52904033,176.9033244
-39.52797614,176.9024293
-39.52679361,176.9017518
-39.52679414,176.9017519
-39.52678967,176.9017536
-39.517526,176.8978582
-39.51752792,176.8978555
-39.51755736,176.8978365
-39.51755814,176.8978374
-39.51756114,176.89784
-39.51755475,176.8978378
-39.51767253,176.8970503
-39.51767145,176.897046
-39.51767386,176.8970427
-39.51767472,176.8970427
-39.5176735,176.8970466
-39.51767525,176.8970491
-39.51850614,176.8829989
-39.5185082,176.8830025
-39.51851078,176.8830016
-39.51851142,176.8830009
-39.52141153,176.8804094
-39.52141047,176.8804088
-39.52140878,176.8804039
-39.52141031,176.8804004
-39.52140895,176.880405
-39.52240428,176.8843358
-39.52240645,176.884358
-39.52240311,176.8843586
-39.52240217,176.8843614
-39.52240608,176.8843556
-39.52240464,176.8843582
-39.52240567,176.8843587
-39.51181625,176.8848024
-39.51179664,176.8847999
-39.51179736,176.884797
-39.5117962,176.8848002
-39.50912542,176.8837655
-39.5364197,176.8455927
-39.53641997,176.8455944
-39.53592606,176.8453786
-39.53657631,176.8466142
-39.53657345,176.8466146
-39.53657647,176.8466131
-39.53657678,176.8466101
-39.54572097,176.8530126
-39.54572303,176.8530122
-39.54572147,176.8530091
-39.54572228,176.8530074
-39.54491045,176.8523863
-39.54424556,176.8521407
-39.54403936,176.8520215
-39.54349275,176.9188082
-39.54349428,176.9188083
-39.54308892,176.9184074
-39.54301797,176.9178889
-39.54295622,176.9175434
-39.54313258,176.9174245
-39.54309581,176.9167777
-39.54309239,176.9167133
-39.54318014,176.9166631
-39.54326881,176.9159244
-39.54328311,176.9159188
-39.54358031,176.9157042
-39.54399511,176.9155594
-39.54423281,176.915617
-39.54462225,176.9158174
-39.54477433,176.9162596
-39.54470481,176.9165747
-39.54475475,176.9172531
-39.54450236,176.9174169
-39.54422181,176.9182854
-39.54401106,176.9185087
-39.54401211,176.9185061
-39.54362978,176.9197111
